name,alt_name,objectid,id,status,type,trauma,owner,ttl_staff,population,beds,helipad,naics_code,naics_desc
ST. VINCENT'S ST.CLAIR,NOT AVAILABLE,6884,11635125,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,40,40,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
"SANCTUARY AT THE WOODLANDS, THE",NOT AVAILABLE,6885,10635055,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,40,40,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
RIVERVIEW REGIONAL MEDICAL CENTER,NOT AVAILABLE,6886,10335999,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,281,281,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UPMC MEMORIAL,NOT AVAILABLE,6887,188217408,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,98,98,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HUNTSVILLE HOSPITAL WOMEN & CHILDREN-ER,NOT AVAILABLE,6888,130,OPEN,CHILDREN,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,N,622110,"CHILDREN'S HOSPITALS, GENERAL"
DAVIS MEDICAL CENTER,DAVIS MEMORIAL HOSPITAL,6889,5326241,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,80,80,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KAISER FND HOSP - ANAHEIM,NOT AVAILABLE,6890,18392807,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,326,326,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
VAN DIEST MEDICAL CENTER,NOT AVAILABLE,6891,5350595,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL NORTHERN INDIANA,NOT AVAILABLE,6892,8146544,CLOSED,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,32,32,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COMPASS BEHAVIORAL CENTER OF HOUMA,NOT AVAILABLE,6893,2070364,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,-999,-999,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
WASHINGTON COUNTY HOSPITAL,WASHINGTON COUNTY HOSPITAL FOUNDATION,6894,14166968,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CHAMPION MEDICAL CENTER - BATON ROUGE,NOT AVAILABLE,6895,161270807,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HOSPITAL DISTRICT 1 OF RICE COUNTY,HOSPITAL DISTRICT #1 RICE COUNTY,6896,8767554,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MCPHERSON HOSPITAL INC,MCPHERSON HOSPITAL INC,6897,7367460,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,41,41,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT JOSEPH HOSPITAL,NOT AVAILABLE,6898,2880218,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,369,369,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PRINCE GEORGES HOSPITAL CENTER,NOT AVAILABLE,6899,2820785,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,233,233,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LAKEVIEW MEMORIAL HOSPITAL,NOT AVAILABLE,6900,3355082,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,97,97,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SMOKEY POINT BEHAIVORAL HOSPITAL,NOT AVAILABLE,6901,15598271,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,115,115,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
PRAIRIE SAINT JOHN'S,NOT AVAILABLE,6902,165358103,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,110,110,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
VIRTUA WEST JERSEY HOSPITAL - VOORHEES,NOT AVAILABLE,6903,8908043,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,398,398,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY WILLARD HOSPITAL,NOT AVAILABLE,6904,1444890,OPEN,CRITICAL ACCESS,NOT AVAILABLE,NON-PROFIT,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. JOHN REHABILITATION HOSPITAL AFFILIATED WITH HEALTHSOUTH,NOT AVAILABLE,6905,180274012,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,40,40,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
"SAN ANTONIO BEHAVIORAL HEALTHCARE HOSPITAL, LLC",NOT AVAILABLE,6906,72078222,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,108,108,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
LAKEVIEW HOSPITAL,NOT AVAILABLE,6907,1584010,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,125,125,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
METHODIST HOSPITAL,NOT AVAILABLE,6908,5268114,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,423,423,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
THE RUBY VALLEY HOSPITAL,NOT AVAILABLE,6909,3759749,OPEN,CRITICAL ACCESS,TRF,GOVERNMENT - DISTRICT/AUTHORITY,-999,10,10,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BRATTLEBORO RETREAT,NOT AVAILABLE,6910,1705302,OPEN,PSYCHIATRIC,NOT AVAILABLE,NON-PROFIT,-999,149,149,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
VERMONT PSYCHIATRIC CARE HOSPITAL,NOT AVAILABLE,6911,179205633,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,25,25,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
COX BARTON COUNTY HOSPITAL,NOT AVAILABLE,6912,1964759,OPEN,CRITICAL ACCESS,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CHRISTIAN HOSPITAL NORTHWEST,NOT AVAILABLE,6913,13263031,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,3,3,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
POPLAR BLUFF REGIONAL MEDICAL CENTER,NOT AVAILABLE,6914,18363901,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,38,38,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TWIN RIVERS REGIONAL MEDICAL CENTER,NOT AVAILABLE,6915,1263857,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,116,116,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MERCY HOSPITAL SOUTH,NOT AVAILABLE,6916,13963128,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,38,38,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
ST. LUKES DES PERES HOSPITAL,NOT AVAILABLE,6917,13863122,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,143,143,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
TRUMAN MEDICAL CENTER - HOSPITAL HILL 2 CENTER,NOT AVAILABLE,6918,18664108,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,199,199,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PERIMETER BEHAVIORAL HOSPITAL OF SPRINGFIELD,DOCTORS HOSPITAL OF SPRINGFIELD DBA OZARKS COM,6919,1465803,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,15,15,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SAINT LUKE'S HOSPITAL OF KANSAS CITY,NOT AVAILABLE,6920,7264111,OPEN,GENERAL ACUTE CARE,LEVEL I,NON-PROFIT,-999,564,564,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ST. JOSEPH MEDICAL CENTER,NOT AVAILABLE,6921,4464114,OPEN,GENERAL ACUTE CARE,LEVEL II,NON-PROFIT,-999,310,310,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SSM HEALTH REHABILITATION HOSPITAL,NOT AVAILABLE,6922,14263044,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,60,60,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
SSM HEALTH REHABILITATION HOSPITAL AT ST. MARY'S HEALTH CENTER,NOT AVAILABLE,6923,13463117,OPEN,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,35,35,Y,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
REGIONAL MEDICAL CENTER OF ORANGEBURG & CALHOUN COUNTIES,NOT AVAILABLE,6924,7929118,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,286,286,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LEXINGTON MEDICAL CENTER,NOT AVAILABLE,6925,2429169,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,428,428,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OCEAN VIEW PSYCHIATRIC HEALTH FACILITY,NOT AVAILABLE,6926,194390806,OPEN,PSYCHIATRIC,NOT AVAILABLE,NOT AVAILABLE,-999,36,36,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
RESTPADD RED BLUFF PSYCHIATRIC HEALTH FACILITY,NOT AVAILABLE,6927,190996080,OPEN,PSYCHIATRIC,NOT AVAILABLE,NOT AVAILABLE,-999,16,16,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
NORTHERN ARIZONA VA HEALTHCARE SYSTEM,NOT AVAILABLE,6928,193086313,OPEN,MILITARY,NOT AVAILABLE,NOT AVAILABLE,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
UPMC PASSAVANT-CRANBERRY-ER,NOT AVAILABLE,6929,109,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,35,35,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SELECT SPECIALTY HOSPITAL CENTRAL PA,NOT AVAILABLE,6930,28217101,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,92,92,Y,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
PINNACLEHEALTH COMMUNITY CAMPUS,NOT AVAILABLE,6931,7217105,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,114,114,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
METHODIST HOSPITAL-ER,NOT AVAILABLE,6932,116,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,204,204,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LEHIGH VALLEY HOSPITAL-17TH ST,NOT AVAILABLE,6933,117,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NOT AVAILABLE,-999,52,52,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ABBEVILLE AREA MEDICAL CENTER,NOT AVAILABLE,6934,4229620,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
AIKEN REGIONAL MEDICAL CENTER,NOT AVAILABLE,6935,6629801,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,245,245,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ANMED HEALTH CANNON MEMORIAL HOSPITAL,NOT AVAILABLE,6936,9629671,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,55,55,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PRISMA HEALTH GREER MEMORIAL HOSPITAL,NOT AVAILABLE,6937,9529650,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,82,82,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
CONTINUECARE HOSPITAL AT PALMETTO HEALTH BAPTIST,NOT AVAILABLE,6938,8729201,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,391,391,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF COLUMBIA,NOT AVAILABLE,6939,4529203,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,96,96,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF FLORENCE,NOT AVAILABLE,6940,4629506,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,88,88,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
ENCOMPASS HEALTH REHABILITATION HOSPITAL OF ROCK HILL,NOT AVAILABLE,6941,3929732,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,46,46,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
MUSC HEALTH CHESTER MEDICAL CENTER,NOT AVAILABLE,6942,3129706,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,82,82,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PRISMA HEALTH BAPTIST EASLEY HOSPITAL,NOT AVAILABLE,6944,2029640,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,109,109,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
PRISMA HEALTH NORTH GREENVILLE LONG TERM ACUTE CARE HOSPITAL,NOT AVAILABLE,6945,4829690,OPEN,LONG TERM CARE,NOT AVAILABLE,NON-PROFIT,-999,45,45,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
PRISMA HEALTH OCONEE MEMORIAL HOSPITAL,NOT AVAILABLE,6946,2129672,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,169,169,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
SPARTANBURG MEDICAL CENTER - MARY BLACK CAMPUS,NOT AVAILABLE,6947,229307,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,207,207,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NEMAHA VALLEY COMMUNITY HOSPITAL,NEMAHA VALLEY COMMUNITY HOSPITAL,6948,12466538,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,24,24,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,NEOSHO MEMORIAL REGIONAL MEDICAL CENTER,6949,666720,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ADVENTIST HEALTH WALLA WALLA GENERAL HOSPITAL,SAINT MARY MEDICAL CENTER,6950,6899362,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,72,72,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NEWMAN REGIONAL HEALTH,NEWMAN MEMORIAL COUNTY HOSPITAL,6951,3566801,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - LOCAL,-999,59,59,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NEWTON MEDICAL CENTER,NEWTON HEALTHCARE CORPORATION,6952,8567114,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,103,103,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTON COUNTY HOSPITAL,NORTON COUNTY MEDICAL FOUNDATION,6953,9567654,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - LOCAL,-999,25,25,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OLATHE MEDICAL CENTER,OLATHE MEDICAL CENTER INC,6954,9966061,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,229,229,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
OSAWATOMIE STATE HOSPITAL PSYCHIATRIC,OSAWATOMIE STATE HOSPITAL,6955,10066064,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,176,176,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
PRISMA HEALTH RICHLAND,NOT AVAILABLE,6956,1429203,OPEN,GENERAL ACUTE CARE,"LEVEL I, LEVEL II PEDIATRIC",NON-PROFIT,-999,649,649,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ASTRA TOPPENISH COMMUNITY HOSPITAL,SUNNYSIDE COMMUNITY HOSPITAL,6957,4698948,OPEN,GENERAL ACUTE CARE,LEVEL IV,PROPRIETARY,-999,63,63,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
AUBURN REGIONAL MEDICAL CENTER,SAINT FRANCIS HOSPITAL,6958,4498002,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,120,120,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
BHC FAIRFAX HOSPITAL,NOT AVAILABLE,6959,10498034,OPEN,PSYCHIATRIC,NOT AVAILABLE,PROPRIETARY,-999,95,95,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
CASCADE VALLEY HOSPITAL,PROVIDENCE EVERETT MEDICAL CENTER - PACIFIC,6960,5298223,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,48,48,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COLUMBIA BASIN HOSPITAL,QUINCY VALLEY MEDICAL CENTER,6961,7398823,OPEN,CRITICAL ACCESS,LEVEL V,GOVERNMENT - DISTRICT/AUTHORITY,-999,86,86,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
COULEE MEDICAL CENTER,LINCOLN HOSPITAL,6962,6499133,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DAYBREAK OF SPOKANE,NOT AVAILABLE,6963,4199202,CLOSED,REHABILITATION,NOT AVAILABLE,NON-PROFIT,-999,34,34,N,622210,"HOSPITALS, ADDICTION"
DAYTON GENERAL HOSPITAL,SAINT MARY MEDICAL CENTER,6964,7499328,OPEN,CRITICAL ACCESS,LEVEL V,GOVERNMENT - LOCAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
DEACONESS MEDICAL CENTER,SHRINERS HOSPITAL FOR CRIPPLED CHILDREN-SPOKANE UNIT,6965,3599210,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,307,307,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
EASTERN STATE HOSPITAL,NOT AVAILABLE,6966,199022,OPEN,PSYCHIATRIC,NOT AVAILABLE,GOVERNMENT - STATE,-999,195,195,N,622210,PSYCHIATRIC AND SUBSTANCE ABUSE HOSPITALS
EVERGREEN HEALTH MONROE,VALLEY GENERAL HOSPITAL,6967,10598272,OPEN,GENERAL ACUTE CARE,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,72,72,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
EVERGREEN HOSPITAL MEDICAL CENTER,OVERLAKE HOSPITAL MEDICAL CENTER,6968,5498033,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - DISTRICT/AUTHORITY,-999,242,242,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
FORKS COMMUNITY HOSPITAL,OLYMPIC MEDICAL CENTER,6969,7598331,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,37,37,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
GARFIELD COUNTY PUBLIC HOSPITAL,TRI-STATE MEMORIAL HOSPITAL,6970,7199347,OPEN,CRITICAL ACCESS,LEVEL V,GOVERNMENT - DISTRICT/AUTHORITY,-999,45,45,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
GRAYS HARBOR COMMUNITY HOSPITAL,MARK REED MEMORIAL HOSPITAL,6971,7698520,OPEN,GENERAL ACUTE CARE,LEVEL III,NON-PROFIT,-999,105,105,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HARRISON MEDICAL CENTER,HARRISON MEMORIAL HOSPITAL - SILVERDALE,6972,8798310,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,297,297,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HARRISON MEDICAL CENTER - SILVERDALE,HARRISON MEMORIAL HOSPITAL,6973,6298383,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,44,44,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
HIGHLINE MEDICAL CENTER,REGIONAL HOSPITAL FOR RESPIRATORY & COMPLEX CARE,6974,11198166,OPEN,GENERAL ACUTE CARE,LEVEL IV,NON-PROFIT,-999,269,269,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KAUAI VETERANS MEMORIAL HOSPITAL,NOT AVAILABLE,6975,196496796,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,20,20,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
ISLAND HOSPITAL,SKAGIT VALLEY HOSPITAL,6976,7798221,OPEN,GENERAL ACUTE CARE,LEVEL III,GOVERNMENT - DISTRICT/AUTHORITY,-999,43,43,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
JONATHAN M. WAINWRIGHT MEMORIAL VA MEDICAL CENTER,NOT AVAILABLE,6977,1199362,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,102,102,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KAISER PERMANENTE CENTRAL HOSPITAL,SWEDISH MEDICAL CENTER - FIRST HILL,6978,11098112,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,PROPRIETARY,-999,306,306,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KINDRED HOSPITAL SEATTLE,NORTHWEST HOSPITAL,6979,11298125,OPEN,LONG TERM CARE,NOT AVAILABLE,PROPRIETARY,-999,80,80,N,622310,SPECIALTY (EXCEPT PSYCHIATRIC AND SUBSTANCE ABUSE) HOSPITALS
KITTITAS VALLEY COMMUNITY HOSPITAL,PROVIDENCE YAKIMA MEDICAL CENTER,6980,3098926,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
KLICKITAT VALLEY HEALTH,TOPPENISH COMMUNITY HOSPITAL,6981,3198620,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,17,17,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
LAKESIDE MILAM RECOVERY CENTER,NOT AVAILABLE,6982,5098034,OPEN,REHABILITATION,NOT AVAILABLE,PROPRIETARY,-999,25,25,N,622310,"REHABILITATION HOSPITALS (EXCEPT ALCOHOLISM, DRUG ADDICTION)"
LEGACY SALMON CREEK MEDICAL CENTER,SOUTHWEST WASHINGTON MEDICAL CENTER,6983,11698686,OPEN,GENERAL ACUTE CARE,NOT AVAILABLE,NON-PROFIT,-999,220,220,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MADIGAN ARMY MEDICAL CENTER,NOT AVAILABLE,6984,298431,OPEN,MILITARY,LEVEL II,GOVERNMENT - FEDERAL,-999,200,200,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARK REED HEALTH CARE CLINIC,CAPITAL MEDICAL CENTER,6985,5698557,CLOSED,GENERAL ACUTE CARE,NOT AVAILABLE,GOVERNMENT - DISTRICT/AUTHORITY,-999,24,24,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MARY BRIDGE CHILDREN'S HOSPITAL AND HEALTH CENTER,TACOMA GENERAL ALLENMORE HOSPITAL,6986,8898405,OPEN,CHILDREN,LEVEL II PEDIATRIC,NON-PROFIT,-999,72,72,Y,622110,"CHILDREN'S HOSPITALS, GENERAL"
MASON GENERAL HOSPITAL,CASCADE MEDICAL CENTER,6987,798584,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MID-VALLEY HOSPITAL,NORTH VALLEY HOSPITAL,6988,598841,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
MULTICARE VALLEY HOSPITAL AND MEDICAL CENTER,SAINT LUKE'S REHABILITATION INSTITUTE,6989,3999216,OPEN,GENERAL ACUTE CARE,LEVEL III,PROPRIETARY,-999,123,123,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NAVAL BRANCH HEALTH CLINIC BANGOR,NOT AVAILABLE,6990,12298315,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,-999,-999,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NAVAL HOSPITAL OAK HARBOR,NOT AVAILABLE,6991,6398278,OPEN,MILITARY,NOT AVAILABLE,GOVERNMENT - FEDERAL,-999,25,25,Y,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NEWPORT HOSPITAL & HEALTH SERVICES,DEER PARK HEALTH CENTER & HOSPITAL,6992,7099156,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,74,74,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
NORTH VALLEY HOSPITAL,MID-VALLEY HOSPITAL,6993,1398855,OPEN,CRITICAL ACCESS,LEVEL IV,GOVERNMENT - DISTRICT/AUTHORITY,-999,22,22,N,622110,GENERAL MEDICAL AND SURGICAL HOSPITALS
